,idmb_id,Remarks,SentimentScore Military,OverallSentiment Military,SentimentScore Army,OverallSentiment Army,SentimentScore AirForce,OverallSentiment AirForce,SentimentScore Navy,OverallSentiment Navy,SentimentScore War,OverallSentiment War,SentimentScore Marine,OverallSentiment Marine
393,tt0098838,"the production was granted its request, providing it agreed to a hold harmless, a reimbursement agreement, and a certificate of insurance.","[0.89519763, 0.08284439, 0.02195799]",0,"[0.55233604, 0.42949077, 0.018173195]",0,"[0.6902993, 0.28136182, 0.028338956]",0,"[0.7399473, 0.22885932, 0.031193376]",0,"[0.91519344, 0.065159194, 0.019647392]",0,"[0.7845919, 0.19792232, 0.017485812]",0
394,tt0087553,dod and the usmc agreed to make marine corps helicopters available providing it be at no additional cost to the government. one of the few early movies about war in se. asia to receive dod cooperation,"[0.28854978, 0.05790313, 0.6535471]",2,"[0.5000805, 0.13950996, 0.36040956]",0,"[0.31600535, 0.072467506, 0.61152714]",2,"[0.28060234, 0.05557318, 0.6638245]",2,"[0.39899027, 0.0051789926, 0.59583074]",2,"[0.16995896, 0.02134691, 0.8086942]",2
395,tt0024216,navy turned down request for planes to deploy against king kong on empire state building on grounds they were available from commercial sources. producer went to floyd bennett field on long island and cdnvinced commander of naval air station to send a flight of four planes one piloted by a marine to attack king kong.,"[0.44586948, 0.53764635, 0.016484138]",1,"[0.68398905, 0.30496627, 0.011044736]",0,"[0.69049007, 0.27143428, 0.038075674]",0,"[0.046914637, 0.9459022, 0.0071831057]",1,"[0.9654665, 0.03096752, 0.0035659785]",0,"[0.96593404, 0.029504612, 0.004561413]",0
396,tt0074751,air force provided jets for attack on king kong in bad remake of classic original. this time kong climbs world trade center.,"[0.098314725, 0.877988, 0.023697335]",1,"[0.22730738, 0.7544987, 0.018193914]",1,"[0.09812261, 0.6399676, 0.2619098]",1,"[0.14791791, 0.78826284, 0.06381928]",1,"[0.866936, 0.11236787, 0.020696133]",0,"[0.5013202, 0.41271216, 0.08596765]",0
397,tt0107322,agreement leasing this federal property to the state prohibits commercial use. production company request use of jefferson barracks air national guard site for about six hours to depict a 1939's tuberculosis sanatarium exterior.,"[0.9038794, 0.07218984, 0.023930809]",0,"[0.83530706, 0.13887846, 0.025814503]",0,"[0.854335, 0.06377222, 0.08189273]",0,"[0.7669686, 0.18630108, 0.04673027]",0,"[0.8893576, 0.096031226, 0.01461119]",0,"[0.894062, 0.07442215, 0.031515807]",0
398,tt0051819,romance set in france during world war ii. two friends fall for same french girl not knowing she is half black. army provided men and equipment,"[0.17612818, 0.014395709, 0.80947614]",2,"[0.035508603, 0.003915922, 0.9605755]",2,"[0.6845367, 0.046371657, 0.2690917]",0,"[0.33971697, 0.024361277, 0.6359218]",2,"[0.676415, 0.018657029, 0.30492795]",0,"[0.5699963, 0.028499529, 0.40150413]",0
399,tt0110297,production company requested national guard helicopters and armored personnel carriers to reenact american indian movement and fbi wounded knee confrontation. fbi not excited about script and nothing whatsoever to do with the military considering that the fbi actually flew or drove the equipment.,"[0.39965752, 0.59544843, 0.0048940326]",1,"[0.22766672, 0.7653768, 0.006956477]",1,"[0.18530397, 0.8046352, 0.010060833]",1,"[0.13567181, 0.8584738, 0.005854461]",1,"[0.62445426, 0.36620855, 0.009337225]",0,"[0.16809684, 0.82612556, 0.0057775746]",1
400,tt0116823,approved use of c aircraft non flying on the ground at so cal airport for scene in which the usaf is helping relocate elephants to sri lanka for an animal conservation project. reasonably accurate and very positive.,"[0.0033777775, 0.0023353666, 0.99428684]",2,"[0.022454651, 0.017392319, 0.96015304]",2,"[0.0032292511, 0.0023862654, 0.9943845]",2,"[0.0042617805, 0.003274132, 0.99246407]",2,"[0.031117963, 0.029017555, 0.93986446]",2,"[0.0073885582, 0.008227693, 0.98438376]",2
401,tt0107362,film about comic book hero time traveling between comic book world and real world. no military theme. requested permission to piace fictional movie promotion sign eventually was a balloon atop the military recruiting station at times square in nyc. we said okay. minor plug for the recruiting station. filmed in jan 93 without incident,"[0.31669995, 0.65644544, 0.026854668]",1,"[0.71098435, 0.21819067, 0.070824996]",0,"[0.6839253, 0.26487124, 0.05120351]",0,"[0.45126513, 0.5100418, 0.03869305]",1,"[0.84603345, 0.13192901, 0.022037532]",0,"[0.71316206, 0.24028584, 0.046552084]",0
402,tt0091383,"approved filming in germany and support. film included portrayal of patton's mistress, his niece by marriage. probable cause of long time required to bring patton to screen. despite approval, film company ultimately decided not to shoot in germany.","[0.5194041, 0.39868814, 0.08190776]",0,"[0.33420935, 0.6290992, 0.036691424]",1,"[0.40688622, 0.4917524, 0.1013614]",1,"[0.41903126, 0.51577574, 0.06519301]",1,"[0.83218336, 0.09183235, 0.075984314]",0,"[0.3882176, 0.5551374, 0.056645058]",1
403,tt0085823,the request for assistance in the film was granted and the use of some aircraft as wellsmall scale production,"[0.76436746, 0.18513902, 0.05049352]",0,"[0.60183513, 0.36857593, 0.02958893]",0,"[0.57246614, 0.09346042, 0.3340735]",0,"[0.6544353, 0.2633034, 0.082261324]",0,"[0.9075437, 0.06816843, 0.024287876]",0,"[0.8020708, 0.1092427, 0.08868658]",0
404,tt0093377,"dod and approved use of aircraft, extras, and use of installation for filming.","[0.16923551, 0.010858784, 0.8199057]",2,"[0.13370034, 0.009939332, 0.8563604]",2,"[0.117237866, 0.009736501, 0.87302566]",2,"[0.06096187, 0.00425671, 0.93478143]",2,"[0.8805628, 0.044628322, 0.07480892]",0,"[0.13414598, 0.012924438, 0.8529296]",2
405,tt0114009,"requested military band in europe for period film early '60's in which young french people are influenced by jazz playing us soldiers. unfortunately, some soldiers are smoking marijuana, some are very heavy drinkers, and none are particularly positive.","[0.5602936, 0.31629178, 0.12341466]",0,"[0.7049268, 0.17200355, 0.123069674]",0,"[0.18682502, 0.63973594, 0.17343906]",1,"[0.37429366, 0.5366825, 0.089023836]",1,"[0.67592984, 0.14063428, 0.18343583]",0,"[0.100351, 0.8171545, 0.08249443]",1
406,tt0097737,the film was denied because there was no benefit to the navy or to the government.,"[0.024810918, 0.9695581, 0.005630992]",1,"[0.03164895, 0.9620935, 0.00625762]",1,"[0.048479244, 0.92534214, 0.02617858]",1,"[0.01775643, 0.9703363, 0.011907326]",1,"[0.1600227, 0.8203261, 0.01965113]",1,"[0.021159584, 0.9710886, 0.007751823]",1
407,tt0097742,approval and assistance was given providing it was at no additional cost to the u.s. government and no army or national guard markings or military uniforms will be seen in the film and no additional requests will be directed to dod. minor assistance.,"[0.32827243, 0.38902774, 0.28269985]",1,"[0.23139255, 0.6488426, 0.11976491]",1,"[0.28415605, 0.473785, 0.24205895]",1,"[0.3062396, 0.50331354, 0.19044685]",1,"[0.5987574, 0.32058486, 0.08065771]",0,"[0.2525153, 0.50913846, 0.2383462]",1
408,tt0157233,the national guard bureau approved use of an appropriate helicopter for the production.,"[0.034275394, 0.008899348, 0.9568253]",2,"[0.15229997, 0.055469297, 0.7922307]",2,"[0.018280067, 0.003643437, 0.9780765]",2,"[0.019271173, 0.004806328, 0.9759225]",2,"[0.81550914, 0.08821255, 0.09627832]",0,"[0.05368712, 0.014772205, 0.9315407]",2
409,tt0068860,"navy turned down request for limited assistance on grounds that it showed pow wives being unfaithful and that completed film would be shown in north vietnam as soon as it was released in u.s. and the wives' infidelity would hurt pow morale, especially if film had received military support.","[0.7384399, 0.13081922, 0.13074085]",0,"[0.16484506, 0.81073314, 0.024421798]",1,"[0.14365916, 0.8019896, 0.05435115]",1,"[0.012857511, 0.97276354, 0.014378946]",1,"[0.3953675, 0.58896756, 0.015664915]",1,"[0.06513401, 0.9217373, 0.013128688]",1
410,tt0116905,"army office in la provided much information to filmmakers in preproduction. company wanted to shoot on military base, but refused to sign agreement to allow army project advisor to watch filming and offer suggestions for technical corrections. so did not receive cooperation, army pa officer did consider he had provided courtesy assistance","[0.8147004, 0.13728617, 0.048013367]",0,"[0.5913127, 0.21671487, 0.19197245]",0,"[0.38673314, 0.51586485, 0.09740193]",1,"[0.26741984, 0.69249135, 0.040088788]",1,"[0.7353408, 0.22463709, 0.040022183]",0,"[0.2934954, 0.6809102, 0.02559435]",1
411,tt1091191,"approved filming at kirtland air force base, new mexico. reenacted combat and rescue efforts utilizing air force pave hawk, army black hawk and apache helicopters, and af pararescue jumpers and other military personnel.","[0.8965078, 0.0071169743, 0.09637528]",0,"[0.84360594, 0.009489928, 0.14690416]",0,"[0.88102394, 0.019931782, 0.09904423]",0,"[0.9520051, 0.017402865, 0.030592058]",0,"[0.96636873, 0.009149774, 0.024481524]",0,"[0.9463304, 0.012484029, 0.041185558]",0
412,tt0056197,"army, navy, and marines gave full cooperation to recreation of d day. however, massive scale of production support resulted in congressional scrutiny and criticism. asdpa arthur sylvester ordered an investigation of whole process. his new regulations really changed very little except that filmmaxers now had to reimburse the dod for costs. also, military extras must be in a leave or off duty status, and be hired by the production company. some post production controversy arose because producer darryl zanuck refused to remove a scene in which american soldiers kill some germans trying to surrender.","[0.12830515, 0.8167159, 0.054979004]",1,"[0.49775875, 0.14930005, 0.35294124]",0,"[0.27273533, 0.66586983, 0.0613949]",1,"[0.07292046, 0.02414505, 0.9029345]",2,"[0.8096537, 0.17411722, 0.016229145]",0,"[0.38800713, 0.5616754, 0.050317466]",1
413,tt0104765,"the department of defense and the mdw area denied filming within arlington national cemetary. it was felt that the film had no military theme, and depiction of civilian law enforcement operation depicted inaccurately for the sake of action and drama","[0.0034294878, 0.9902197, 0.006350813]",1,"[0.0039948253, 0.992002, 0.0040031914]",1,"[0.00488382, 0.98958826, 0.0055279]",1,"[0.005213309, 0.9899507, 0.004835911]",1,"[0.021461725, 0.96668667, 0.011851554]",1,"[0.0035432093, 0.9921576, 0.0042992453]",1
414,tt0068098,"now classic tale of doctors in korean war field hospital. filmed in california on fox ranch assistance not requested,","[0.29870182, 0.08915872, 0.6121395]",2,"[0.46709138, 0.21722992, 0.31567878]",0,"[0.30334184, 0.13566451, 0.5609937]",2,"[0.43003106, 0.322033, 0.24793595]",0,"[0.40733707, 0.022611588, 0.5700514]",2,"[0.12917727, 0.051018093, 0.8198046]",2
415,tt0095560,"the navy, air force, and nasa approved the film and the department decided to provide only limited assistance, like filming at air national guard facility at van nuys.","[0.4288721, 0.5372588, 0.03386911]",1,"[0.39907846, 0.5661838, 0.03473777]",1,"[0.57406646, 0.3175678, 0.10836578]",0,"[0.7541066, 0.18942969, 0.056463744]",0,"[0.8073983, 0.17325053, 0.019351214]",0,"[0.4049175, 0.572198, 0.022884535]",1
416,tt0076342,"approved use of filming on military installations, including west point. very poor portrayal of the general, in large part because gregory peck refused to play character with warts. despite long correspondence, only very limited cooperation except at west point. documents in georgetown university library suid collection.","[0.45204294, 0.4186078, 0.12934925]",0,"[0.2944579, 0.6386389, 0.06690322]",1,"[0.25284392, 0.6352901, 0.11186604]",1,"[0.25953794, 0.6685319, 0.07193021]",1,"[0.7268593, 0.25576207, 0.017378712]",0,"[0.33718598, 0.5857466, 0.07706744]",1
417,tt0005682,"probably the first film on which the navy refused to assist. standard story of an american naval officer visiting japan, seducing japanese girl, pretending to marry her, and then abandoning girl and their child when he returns to u.s. and girl kills self. navy thought this was a bad image of an officer and so refused to give access to a ship and crew.","[0.028656451, 0.9611481, 0.0101955235]",1,"[0.0642788, 0.9250772, 0.01064404]",1,"[0.13405058, 0.7833704, 0.082579054]",1,"[0.0024668905, 0.9924982, 0.005034868]",1,"[0.4137393, 0.568284, 0.017976746]",1,"[0.04794764, 0.93754035, 0.014511992]",1
418,tt0639723,dod denied research and use of some aerial combat footage,"[0.12613344, 0.864795, 0.009071508]",1,"[0.1737265, 0.8183905, 0.00788306]",1,"[0.24605128, 0.735561, 0.018387675]",1,"[0.17696913, 0.80724865, 0.015782252]",1,"[0.8438551, 0.14742884, 0.008716097]",0,"[0.22361816, 0.76908135, 0.007300519]",1
419,tt0639719,the navy approved filming at the u.s. naval academy.,"[0.66426456, 0.02502766, 0.3107078]",0,"[0.78711313, 0.069864176, 0.14302273]",0,"[0.42913753, 0.03023105, 0.5406314]",2,"[0.20980209, 0.008587107, 0.7816108]",2,"[0.95884436, 0.008907239, 0.032248363]",0,"[0.670904, 0.019180967, 0.30991507]",0
420,tt2242414,the navy approved filming at the u.s. naval academy.,"[0.66426456, 0.02502766, 0.3107078]",0,"[0.78711313, 0.069864176, 0.14302273]",0,"[0.42913753, 0.03023105, 0.5406314]",2,"[0.20980209, 0.008587107, 0.7816108]",2,"[0.95884436, 0.008907239, 0.032248363]",0,"[0.670904, 0.019180967, 0.30991507]",0
421,tt1034320,"approved filming at national guard camp minden, la, for approximately 20 days. involves army vehicles trucks, humvees, etc and operators; off duty soldiers, access to training areas such as bayonet assault course.","[0.95896775, 0.008240139, 0.032792103]",0,"[0.95433694, 0.008446523, 0.037216555]",0,"[0.94731426, 0.02112704, 0.03155867]",0,"[0.95499814, 0.027187454, 0.017814344]",0,"[0.97286284, 0.017067011, 0.010070201]",0,"[0.96570486, 0.011807094, 0.022488011]",0
422,tt0110443,another warrior out of battle story. patton like marine who has nothing to do in peacetime. takes over school and becomes humanized,"[0.46354076, 0.33569497, 0.20076436]",0,"[0.45836115, 0.3681171, 0.17352179]",0,"[0.27842563, 0.61757493, 0.10399943]",1,"[0.23879194, 0.60925025, 0.15195778]",1,"[0.7371568, 0.12889624, 0.13394697]",0,"[0.3997224, 0.30182907, 0.29844856]",0
423,tt0056218,dod gave limited assistance to help recreate opening pow sequence. story of brainwashed pow whom the communists are using as a programmed killer,"[0.23315704, 0.73955536, 0.027287606]",1,"[0.16438869, 0.8194961, 0.016115166]",1,"[0.20601682, 0.76162845, 0.032354724]",1,"[0.18081109, 0.79160786, 0.027581098]",1,"[0.69688904, 0.26525012, 0.03786088]",0,"[0.2980732, 0.6611862, 0.040740628]",1
424,tt0097834,stock footage was made available to the production at no extra expenses to the government,"[0.7690781, 0.10370776, 0.12721412]",0,"[0.7212496, 0.15893729, 0.119813174]",0,"[0.6406645, 0.13482364, 0.2245119]",0,"[0.65057737, 0.11076071, 0.23866196]",0,"[0.885637, 0.038218323, 0.076144665]",0,"[0.7260403, 0.059821155, 0.2141386]",0
425,tt0037048,"typical wwii marine movie, with focus on training for commando attack. full marine cooperation at marine corps base, pendleton","[0.09777834, 0.032089327, 0.8701323]",2,"[0.16177438, 0.05578227, 0.78244334]",2,"[0.20745029, 0.115164414, 0.67738533]",2,"[0.10159924, 0.041211873, 0.8571889]",2,"[0.3157209, 0.047900088, 0.63637906]",2,"[0.019189226, 0.0054095546, 0.97540116]",2
426,tt0055144,"marine corps did not want to cooperate with story set on korean war battlefields and comedy olirins leave in tokyo. however, the marines felt they oweo director raoul walsh for the earlier what price glory ano battle cry and so gave him some men and equipment at marine corps base, pendleton","[0.5044925, 0.45961478, 0.035892747]",0,"[0.5613349, 0.40945908, 0.029206054]",0,"[0.4240129, 0.5266636, 0.04932351]",1,"[0.32700372, 0.6460135, 0.02698283]",1,"[0.805553, 0.17474216, 0.019704793]",0,"[0.054998178, 0.9233925, 0.021609394]",1
427,tt0107529,"authorized filming with florida national guard to set up a hawk missile battery actually done during the cuban missile crisis, authorized filming navy helicopter flying overhead, authorized filming at nas key west. positive depiction of navy family, though not much of a military presence otherwise","[0.3326019, 0.2532955, 0.41410255]",2,"[0.42892793, 0.32286867, 0.24820337]",0,"[0.3541121, 0.23403019, 0.4118577]",2,"[0.18563697, 0.06956731, 0.74479574]",2,"[0.73812115, 0.1750538, 0.08682505]",0,"[0.30366704, 0.16096392, 0.53536904]",2
428,tt0048364,air force gave full cooperation to fictionalize biography of jet test pilot and his combat in korea,"[0.0017286572, 0.0011830325, 0.99708825]",2,"[0.010854431, 0.004021262, 0.9851243]",2,"[0.0017383075, 0.0011615566, 0.9971001]",2,"[0.002445369, 0.0013168592, 0.99623775]",2,"[0.56051064, 0.02748209, 0.41200733]",0,"[0.006231034, 0.0030715815, 0.9906974]",2
429,tt0058336,based on television series about a pt boat navy provided limited assistance,"[0.25003493, 0.7253524, 0.02461267]",1,"[0.2268376, 0.7542222, 0.018940233]",1,"[0.32034352, 0.65002805, 0.02962845]",1,"[0.06979018, 0.91687477, 0.013335074]",1,"[0.688936, 0.2955353, 0.015528669]",0,"[0.25282183, 0.73151326, 0.015664961]",1
430,tt0084316,"donald baruch approval. the use of air force's c aircraft along with personnel was approved, since the film posed no threat to the department.","[0.46011364, 0.056962058, 0.4829243]",2,"[0.5691837, 0.07132161, 0.3594947]",0,"[0.05903975, 0.0069429073, 0.93401736]",2,"[0.22842515, 0.033030804, 0.73854405]",2,"[0.88298, 0.056736108, 0.06028391]",0,"[0.6614197, 0.13089368, 0.20768666]",0
431,tt0100133,the air force and dod twice reviewed the script and found it both times to have inaccurate portrayals. the request for assistance was later denied. film is an absurd portrayal of bombing of germany. contained all the cliches ever including in an air force bomber movie. only connection with wyler documentary is use of combat footage. pilot of memphis belle thought completed film had no relationship to reality,"[0.020062476, 0.97214645, 0.007791068]",1,"[0.020599585, 0.97406447, 0.0053358674]",1,"[0.016610984, 0.9499591, 0.033429902]",1,"[0.01869859, 0.9701553, 0.011146129]",1,"[0.24226011, 0.7410799, 0.016660009]",1,"[0.02156883, 0.9682976, 0.010133576]",1
432,tt0047230,"navy provided full cooperation for film based on james michener's article about a carrier during the korean war. showed the real pilots portrayed by actors, of course flying the missions the writer had described. some dramatic license one pilot did guide a blinded pilot to a save landing, but on an airfield, not a carrier","[0.5859031, 0.2584391, 0.15565777]",0,"[0.5882745, 0.3448653, 0.06686018]",0,"[0.49294734, 0.15851752, 0.34853512]",0,"[0.0034752197, 0.0016021809, 0.9949226]",2,"[0.9739573, 0.01832838, 0.007714359]",0,"[0.54916483, 0.39325216, 0.057583064]",0
433,tt0021140,"john ford's submarine movie about americans visiting singapore and then being sunk in a collision and efforts to rescue the crew. navy provided a submarine and active duty technical advisor, early sound film. john wayne's first speaking role","[0.70636153, 0.03527146, 0.25836703]",0,"[0.850292, 0.07728652, 0.0724214]",0,"[0.719824, 0.0514884, 0.2286876]",0,"[0.014848522, 0.002196295, 0.98295516]",2,"[0.9379001, 0.024444673, 0.037655186]",0,"[0.70999306, 0.027479673, 0.2625273]",0
434,tt0042727,army and veterans administration gave full cooperation for brief combat sequence in which marlon brando receives a paralyzing wound and for filming in veterans hospital showing how service worked to rehabilitate paralyzed veterans. very frank discussion of sexual impotence army and va felt it had good informational value. brando's first film role,"[0.030496765, 0.012717655, 0.95678556]",2,"[0.005089238, 0.0025233782, 0.9923874]",2,"[0.3487771, 0.16848342, 0.48273954]",2,"[0.22551149, 0.15375958, 0.6207289]",2,"[0.44554204, 0.08773891, 0.46671903]",2,"[0.2896714, 0.07433298, 0.6359956]",2
435,tt0056234,"army provided technical advisor, men, and equipment for film about frank merrill and his small band of soldiers fighting in the burma jungle against the japanese. technical advisor, general samuel wilson, was merrill's executive officer","[0.20364596, 0.021132044, 0.775222]",2,"[0.023166738, 0.0030180593, 0.9738152]",2,"[0.74810964, 0.08030561, 0.17158476]",0,"[0.06790755, 0.005804247, 0.92628825]",2,"[0.9525983, 0.035249274, 0.01215241]",0,"[0.8904666, 0.05809803, 0.051435422]",0
436,tt0790712,"approved filming for several days at fort dix, nj, interior and exterior sites. filming also includes several army transport vehicles and drivers, approximately 100 off duty soldiers in uniform as paid extras, and second unit photography of routine military activity on the installation.","[0.9196395, 0.0070363423, 0.073324144]",0,"[0.93314135, 0.013085135, 0.05377355]",0,"[0.93342745, 0.04667284, 0.019899732]",0,"[0.8911252, 0.09350547, 0.015369365]",0,"[0.9612009, 0.032670826, 0.0061282245]",0,"[0.9665245, 0.010714568, 0.022760896]",0
437,tt0647066,not in the best interest of the department of defense. the request could be fulfilled commercially.,"[0.47253448, 0.23800284, 0.28946266]",0,"[0.43860945, 0.28402972, 0.2773609]",0,"[0.37632248, 0.27527395, 0.3484036]",0,"[0.3600941, 0.26485944, 0.3750465]",2,"[0.632089, 0.120590486, 0.24732049]",0,"[0.41302928, 0.23492415, 0.35204658]",0
438,tt0016109,"early annapolis film, one of series that hollywood filmed at the naval academy in the 1920s and 1930s to capture color and excitement of cadets, marching, etc,","[0.746067, 0.043426204, 0.21050684]",0,"[0.8699078, 0.061671183, 0.06842097]",0,"[0.66322595, 0.30283827, 0.03393587]",0,"[0.76222235, 0.10852182, 0.12925585]",0,"[0.896608, 0.028584898, 0.07480706]",0,"[0.8481546, 0.04915993, 0.10268542]",0
439,tt0024336,another annapolis story which navy allowed to be filmed at academy,"[0.51464796, 0.08315284, 0.4021992]",0,"[0.59079766, 0.07516721, 0.33403516]",0,"[0.6053655, 0.13916257, 0.25547192]",0,"[0.24480076, 0.022926332, 0.7322729]",2,"[0.8066786, 0.04765983, 0.14566162]",0,"[0.6523169, 0.09898123, 0.24870181]",0
440,tt0074899,portrayals reasonably and historically accurate. approved stock footage and use of the aircraft carrier lexington off pensacola for stationary scenes. no flying sequences as in tora! tora! toral,"[0.39158818, 0.105940826, 0.50247097]",2,"[0.52049845, 0.16633701, 0.3131645]",0,"[0.40447393, 0.13019176, 0.46533433]",2,"[0.2836575, 0.115077965, 0.6012646]",2,"[0.5422029, 0.05658398, 0.4012131]",0,"[0.3577004, 0.076099865, 0.5661998]",2
441,tt0100154,"the air force was pleased to assist the production the department concurred, feeling the film would give the air force a positive image. aired in 1999to34 million viewers","[0.2341003, 0.045456808, 0.7204429]",2,"[0.38798887, 0.1519838, 0.46002737]",2,"[0.0021185023, 0.0013564072, 0.9965251]",2,"[0.014069969, 0.009096135, 0.9768339]",2,"[0.6791856, 0.06712956, 0.25368485]",0,"[0.34707755, 0.12870328, 0.5242192]",2
442,tt0060009,"dod supported the us of march afb, a one ship fly by, displays, a building, use of a few vehicles; and some stock film footage. offers a professional image for the af.","[0.024966257, 0.014763575, 0.96027017]",2,"[0.1100522, 0.09341062, 0.7965372]",2,"[0.008473658, 0.0051080696, 0.9864183]",2,"[0.014271506, 0.011143024, 0.9745855]",2,"[0.066339634, 0.05030389, 0.88335645]",2,"[0.016903203, 0.015672168, 0.9674247]",2
443,tt0102455,relations broke off when production company refused to make changes. no further records are available.,"[0.22358006, 0.7653949, 0.011024898]",1,"[0.08807507, 0.90024394, 0.011680933]",1,"[0.1399166, 0.8333729, 0.02671052]",1,"[0.06293574, 0.9224846, 0.014579625]",1,"[0.4925719, 0.48389748, 0.023530692]",0,"[0.40024024, 0.5695657, 0.030194096]",1
444,tt0048380,"navy very reluctantly provided assistance in form of freishter and some men. not a good image made of the navy or its officers. however, john ford was to direct and he had a long standing relationship with the navy pearl harbor,doc, midway, doc, men without women, 'they were expendable, etc. sd finally agreed to provide a world war ii merchant ship.","[0.4491766, 0.5216982, 0.029125242]",1,"[0.45107782, 0.5283431, 0.020579172]",1,"[0.5666396, 0.38433138, 0.049028933]",0,"[0.4232066, 0.30584264, 0.27095076]",0,"[0.7321813, 0.034882545, 0.23293611]",0,"[0.49151224, 0.4655178, 0.042969964]",0
445,tt0110553,marines provided technical assistance to this true story account. also allowed brief filming of basic training sequence at camp pendleton.,"[0.0054457216, 0.0014649798, 0.9930893]",2,"[0.1310647, 0.016770564, 0.85216475]",2,"[0.25687337, 0.051382985, 0.6917437]",2,"[0.0026468404, 0.0012067996, 0.9961464]",2,"[0.9125315, 0.019320866, 0.068147704]",0,"[0.0053131985, 0.0014005516, 0.99328625]",2
446,tt0650625,"approved filming for two no days at edwards air force base, ca. non flying f, various ext and int sites, and off duty airman as background extras.","[0.9803094, 0.0069510764, 0.012739472]",0,"[0.9681902, 0.022275701, 0.009534157]",0,"[0.96286243, 0.016203074, 0.020934537]",0,"[0.94494057, 0.045739494, 0.00931996]",0,"[0.9795527, 0.015415869, 0.0050314893]",0,"[0.97821134, 0.008714471, 0.013074162]",0
447,tt0087747,the film had no military significance but the dod had no objections to off duty military personnel participating as extras. strictly voluntary,"[0.4787847, 0.16971831, 0.35149696]",0,"[0.45677418, 0.4328006, 0.11042525]",0,"[0.43533298, 0.46818367, 0.09648334]",1,"[0.43523172, 0.43795517, 0.12681316]",1,"[0.8660256, 0.05586861, 0.078105725]",0,"[0.53504324, 0.24789503, 0.21706173]",0
448,tt0095685,the production did not benefit the dod nor national interest. the message of the film is inflammatory. some false or left out information.,"[0.07695834, 0.9028504, 0.020191256]",1,"[0.01628127, 0.97779715, 0.0059215794]",1,"[0.030807799, 0.9527444, 0.0164478]",1,"[0.012702747, 0.97894716, 0.008350113]",1,"[0.1353708, 0.84176373, 0.022865506]",1,"[0.08873279, 0.8749014, 0.036365844]",1
449,tt0138640,production company requested permission to film u.s. submarines getting underway and returning to port target of opportunity only for this innocuous film that uses a navy family largely as setting. the company also asked to film at navy submarine base in conn.,"[0.9140095, 0.072438724, 0.01355179]",0,"[0.8055423, 0.17553999, 0.01891772]",0,"[0.87137675, 0.10510597, 0.023517337]",0,"[0.91030115, 0.025006235, 0.064692564]",0,"[0.963955, 0.02961352, 0.0064315465]",0,"[0.8870387, 0.09628101, 0.016680187]",0
450,tt0085012,"navy and dod felt the script was be advantageous to the series as well as the department itself. however, it turned out to be a soapopera type drama of a navy admiral's family series died quickly. dont know if this was due to navy ending association or not.","[0.35495028, 0.621467, 0.023582766]",1,"[0.26977667, 0.7078715, 0.022351855]",1,"[0.3563027, 0.6119368, 0.031760443]",1,"[0.26988167, 0.57894737, 0.15117095]",1,"[0.7837665, 0.1868272, 0.02940628]",0,"[0.260213, 0.7188465, 0.020940512]",1
451,tt0051978,norman mailer's novel of same name transferred to screen with army assistance after extensive negotiations,"[0.7522125, 0.023974637, 0.22381283]",0,"[0.619491, 0.020335909, 0.36017314]",0,"[0.75041425, 0.049580008, 0.20000583]",0,"[0.7647056, 0.047436774, 0.18785763]",0,"[0.9643393, 0.024757486, 0.010903198]",0,"[0.90431404, 0.03914315, 0.05654281]",0
452,tt0029297,"another peacetime annapolis film, this time focusing on the army or navy game approved assistance, date approximate.","[0.5910737, 0.046211246, 0.3627151]",0,"[0.61767167, 0.04743944, 0.3348889]",0,"[0.6297073, 0.24919948, 0.121093296]",0,"[0.56639105, 0.053412195, 0.38019675]",0,"[0.8902063, 0.054844264, 0.054949455]",0,"[0.70742476, 0.100462995, 0.19211228]",0
453,tt0658009,"approved filming for one day at naval base ventura county, point mugu, ca the formerly named naval air station point mugu, including exterior and interior locations and approximately 30 military personnel as extras.","[0.9690049, 0.008405839, 0.022589209]",0,"[0.9434485, 0.025341388, 0.03121017]",0,"[0.88922006, 0.078376144, 0.03240382]",0,"[0.94838095, 0.023513032, 0.02810601]",0,"[0.958372, 0.034991775, 0.006636236]",0,"[0.95600694, 0.016085807, 0.027907273]",0
454,tt0658001,"approved filming for two days at naval air station point mugu, ca, to include volunteer military personnel as extras.","[0.119900055, 0.008954423, 0.87114555]",2,"[0.9160126, 0.02277115, 0.06121626]",0,"[0.8965293, 0.052636527, 0.050834205]",0,"[0.9414813, 0.023372313, 0.035146434]",0,"[0.9887477, 0.0059236693, 0.0053285854]",0,"[0.93542904, 0.01724049, 0.0473305]",0
455,tt0658012,"approved filming for one day on the ncis set in valencia, ca, with a marine corps light armored vehicle laav and approximately 10 marines.","[0.98895395, 0.007149267, 0.0038968043]",0,"[0.9779076, 0.016293144, 0.005799231]",0,"[0.9244442, 0.06316893, 0.012386874]",0,"[0.98554987, 0.010642532, 0.0038076134]",0,"[0.9908144, 0.0074735084, 0.001712061]",0,"[0.99089915, 0.0037767629, 0.0053240936]",0
