Title,IMDB_ID,Subtitle,Status,Media Type,Year,Remarks
JOHN PAUL JONES,tt0052946,,APP,FILM,1959,"FILM BIOGRAPHY OF JDHN PAUL JONES. FILM OPENS AND CLDSES WITH SCENES OF MODERN NAVY SHIPS INCLUDING SHOTS ABOARD AN AIRCRAFT CARRIER. STORY THEN TOLD IN A FLASHBACK, ALBEIT NOT A CDMPLETELY ACCURATE RENDERING OF JONES' LIFE. HOWEVER MESSAGE IN FILM IS THE NEED FDR THE UNITED STATES TO HAVE A STRONG NAVY TO PR0TECT IT"
JUDGEMENT IN BERLIN,tt0095415,,APP,FILM,1988,THE PRODUCTION RECEIVED ASSISTANCE IN FILMING FROM THE DOD AND THE AIR FORCE. THE FILMING WAS DONE AT TEMPELHOF AIRPORT (AIR FORCE INSTALLATION AT THE TIME].
JUDGMENT AT NUREMBERG,tt0055031,,APP,FILM,1961,"A STANLEY KRAMER ""MESSAGE"" FILM. TRIAL OF GERMAN JUDGES WHO CARRIED OUT HITLER'S LEGAL DECREES. ARMY OFFICER IS CHIEF PROSECUTER AND FILM SET IN GERMANY. MILITARY PROVIDED ASSISTANCE IN FORM OF EQUIPMENT AND SOLDIERS"
JUMPING JACKS,tt0044774,,APP,FILM,1952,JERRY LEWIS AND DEAN MARTIN SERVICE COMEDY. BOYS END UP AS PARATROOPERS IN THE ARMY. ILLUSTRATES DRAMATIC LICENSE WHEN ONE STAR LANDS ON PARACHUTE OF OTHER STAR DURING A SCENE OF PARACHUTE JUMPING COURTESY US. ARMY
JURASSIC PARK III,tt0163025,,APP,FILM,2003,"FIRST APPROACHED IN JUNE 2000 WITH A SCRIPT THAT FEATURED A ""BAD"" MILITARY FORCE THAT EVENTUALLY FOUGHT DINOSAURS OR ATTEMPTED TO DO SO. SCRIPT REWRITTEN AT OUR SUGGESTION TO ELIMINATE ALL MILITARY REFERENCES, SINCE NO POSITIVE MILITARY PORTRAYAL SEEMED FEASIBLE. THEN IN NOVEMBER 2000, THE PRODUCTION COMPANY EXPRESSED AN INTEREST IN WRITING A MILITARY RESCUE SCENE AT THE END. ULTIMATELY WE CAME UP WITH A MUTUALLY AGREEABLE SCENARIO. DOD APPROVED FILMING IN HAWAII ON A PRIVATE ESTATE AT KAUAI WITH NAVY HELICOPTERS, MARINE CORPS AMPHIBIOUS ASSAULT VEHICLES, AND MILITARY EXTRAS"
KARATE KID II,tt0091326,,APP,FILM,1986,"APPROVAL WAS GRANTED FOR THE USE OF EQUIPMENT SUCH AS A HUEY, TRUCKS, JEEPS, ETC. PROVIDING THE PRODUCTION FOLLOW DOD'S CONDITIONS SUCH AS: NO INTERFERENCE, NO EXPENSE, NO VIOLATIONS, ETC."
KELLY'S HEROES,tt0065938,,DEN,FILM,1970,UNREALISTIC CHARACTERIZATIONS OF WORLD WAR II SOLDIERS AND NEGATIVE IMAGE OF AMERICAN SOLDIERS STEALING NAZI GOLD. SO TURNDOWN AND FILM SHOT IN EUROPE
"KENNEDYS OF MASSACHUSETTS, THE",,,APP,TV,1990,"THE PRODUCTION WAS GRANTED ITS REQUEST, PROVIDING IT AGREED TO A ""HOLD HARMLESS,"" A REIMBURSEMENT AGREEMENT, AND A ""CERTIFICATE OF INSURANCE."""
KILLING FIELDS,tt0087553,,APP,FILM,1984,DOD AND THE USMC AGREED TO MAKE MARINE CORPS HELICOPTERS AVAILABLE PROVIDING IT BE AT NO ADDITIONAL COST TO THE GOVERNMENT. ONE OF THE FEW EARLY MOVIES ABOUT WAR IN SE. ASIA TO RECEIVE DOD COOPERATION
KING KONG,tt0024216,,DEN,FILM,1933,NAVY TURNED DOWN REQUEST FOR PLANES TO DEPLOY AGAINST KING KONG ON EMPIRE STATE BUILDING ON GROUNDS THEY WERE AVAILABLE FROM COMMERCIAL SOURCES. PRODUCER WENT TO FLOYD BENNETT FIELD ON LONG ISLAND AND CDNVINCED COMMANDER OF NAVAL AIR STATION TO SEND A FLIGHT OF FOUR PLANES (ONE PILOTED BY A MARINE) TO ATTACK KING KONG.
KING KONG,tt0074751,,APP,FILM,1976,AIR FORCE PROVIDED JETS FOR ATTACK ON KING KONG IN BAD REMAKE OF CLASSIC ORIGINAL. THIS TIME KONG CLIMBS WORLD TRADE CENTER.
KING OF THE HILL,tt0107322,,DEN,FILM,1993,AGREEMENT LEASING THIS FEDERAL PROPERTY TO THE STATE PROHIBITS COMMERCLAL USE. PRODUCTION COMPANY REQUEST USE OF JEFFERSON BARRACKS {AIR NATIONAL GUARD SITE) FOR ABOUT SIX HOURS TO DEPICT A 1939'S TUBERCULOSIS SANATARIUM EXTERIOR.
KINGS GO FORTH,tt0051819,,APP,FILM,1958,ROMANCE SET IN FRANCE DURING WORLD WAR II. TWO FRIENDS FALL FOR SAME FRENCH GIRL NOT KNOWING SHE IS HALF-BLACK. ARMY PROVIDED MEN AND EQUIPMENT
KOREA: REMEMBERING THE FORGOTTEN WAR,,KOREAN WAR: THE UNTOLD STORY,APP,TV,,THE FILMING WAS APPROVED AFTER DOD AS WELL AS ALL THE SERVICES REVIEWED AND MADE THEIR CHANGES AND RECOMMENDATIONS. FOUND TO BE FACTUAL AND ACCURATE
LAKOTA WOMAN,,,DEN,TV,1995,"PRODUCTION COMPANY REQUESTED NATIONAL GUARD HELICOPTERS AND ARMORED PERSONNEL CARRIERS TO REENACT AMERICAN INDIAN MOVEMENT AND FBI ""WOUNDED KNEE"" CONFRONTATION. FBI NOT EXCITED ABOUT SCRIPT & NOTHING WHATSOEVER TO DO WITH THE MILITARY (CONSIDERING THAT THE FBI ACTUALLY FLEW/DROVE THE EQUIPMENT)."
LARGER THAN LIFE,tt0116823,ELEPHANT MAN II,APP,FILM,1996,APPROVED USE OF C-5 AIRCRAFT (NON-FLYING) ON THE GROUND AT SO CAL AIRPORT FOR SCENE IN WHICH THE USAF IS HELPING RELOCATE ELEPHANTS TO SRI LANKA FOR AN ANIMAL CONSERVATION PROJECT. REASONABLY ACCURATE & VERY POSITIVE. NO FILE.
"LAST ACTION HERO, THE",tt0107362,,LIM,FILM,1993,FILM ABOUT COMIC BOOK HERO TIME TRAVELING BETWEEN COMIC BOOK WORLD AND REAL WORLD. NO MILITARY THEME. REQUESTED PERMISSION TO PIACE FICTIONAL MOVIE PROMOTION SIGN (EVENTUALLY WAS A BALLOON) ATOP THE MILITARY RECRLTTING STATION AT TIMES SQUARE IN NYC. WE SAID OKAY. MINOR PLUG FOR THE RECRUITING STATION. FILMED IN JAN 93 WITHOUT INCIDENT
"LAST DAYS OF PATTON, THE",,,APP,TV,1986,"APPROVED FILMING IN GERMANY AND SUPPORT. FILM INCLUDED PORTRAYAL OF PATTON'S MISTRESS, HIS NIECE BY MARRIAGE. PROBABLE CAUSE OF LONG TIME REQUIRED TO BRING ""PATTON"" TO SCREEN. DESPITE APPROVAL, FILM COMPANY ULTIMATELY DECIDED NOT TO SHOOT IN GERMANY."
"LAST OFFICIAL ACT, THE",,,APP,TV,,REQUESTS FOR ALL EQUIPMENT AND STOCK FOOTAGE WAS APPROVED BY THE DEPARTMENT. THE NATIONAL GUARD BUREAU AND VETERAN'S ADMINISTRATIONS ALSO APPROVED THE FILM.
"LAST PLANE OUT, THE",tt0085823,,APP,FILM,1983,THE REQUEST FOR ASSISTANCE IN THE FILM WAS GRANTED AND THE USE OF SOME AIRCRAFT AS WELLSMALL SCALE PRODUCTION
LBJ,,,APP,TV,1987,"DOD AND APPROVED USE OF AIRCRAFT, EXTRAS, AND USE OF INSTALLATION FOR FILMING."
LE NOUVEAU MONDE,tt0114009,THE NEW WORLD,DEN,FILM,1995,"REQUESTED MILITARY BAND IN EUROPE FOR PERIOD FILM (EARLY '60'S) IN WHICH YOUNG FRENCH PEOPLE ARE INFLUENCED BY JAZZ-PLAYING US SOLDIERS. UNFORTUNATELY, SOME SOLDIERS ARE SMOKING MARIJUANA, SOME ARE VERY HEAVY DRINKERS, AND NONE ARE PARTICULARLY POSITIVE. NO FILE."
LEVIATHAN,tt0097737,,DEN,FILM,1989,THE FILM WAS DENIED BECAUSE THERE WAS NO BENEFIT TO THE NAVY OR TO THE GOVERNMENT.
LIBERTY CALL,,,DEN,TV,,FILM SHOWS NO BENEFIT FOR DOD. THE FILM IS A POOR REFLECTION OF THE NAVY AND AN INSULT TO VIETNAMESE GOVERNMENT
LICENSE TO KILL,tt0097742,LICENSE REVOKED,APP,FILM,1989,APPROVAL AND ASSISTANCE WAS GIVEN PROVIDING IT WAS AT NO ADDITIONAL COST TO THE U.S GOVERNMENT AND NO ARMY OR NATIONAL GUARD MARKINGS OR MILITARY UNIFORMS WILL BE SEEN IN THE FILM AND NO ADDITIONAL REQUESTS WILL BE DIRECTED TO DOD. MINOR ASSISTANCE.
LIFE FLIGHT,tt0157233,,APP,FILM,,THE NATIONAL GUARD BUREAU APPROVED USE OF AN APPROPIATE HELICOPTER FOR THE PRODUCTION. NO RECORD FILM MADE WITH THIS TITLE
LIMBO,tt0068860,,DEN,FILM,1972,"NAVY TURNED DOWN REQUEST FOR LIMITED ASSISTANCE ON GROUNDS THAT IT SHOWED POW WIVES BEING UNFAITHFUL AND THAT COMPLETED FILM WOULD BE SHOWN IN NORTH VIETNAM AS SOON AS IT WAS RELEASED IN US. AND THE WIVES‘ INFIDELITY WOULD HURT POW MORALE, ESPCIALLY IF FILM HAD RECEIVED MILITARY SUPPORT."
LONE STAR,tt0116905,,DEN,FILM,1996,"ARMY OFFICE IN LA PROVIDED MUCH INFORMATION TO FILMMAKERS IN PREPRODUCTION. COMPANY WANTED TO SHOOT ON MILITARY BASE, BUT REFUSED TO SIGN AGREEMENT TO ALLOW ARMY PROJECT ADVISOR TO WATCH FILMING AND OFFER SUGGESTIONS FOR TECHNICAL CORRECTIONS. SO DID NOT RECIEVE COOPERATION, ARMY PA OFFICER DID CONSIDER HE HAD PROVIDED COURTESY ASSISTANCE"
LONE SURVIVOR,tt1091191,,APP,FILM,2013,"Approved filming at Kirtland Air Force base, New Mexico. Reenacted combat and rescue efforts utilizing Air Force Pave Hawk, Army Black Hawk and Apache helicopters, and AF pararescue jumpers and other military personnel."
"LONGEST DAY, THE",tt0056197,,APP,FILM,1962,"ARMY, NAVY, AND MARINES GAVE FULL COOPERATION TO RECREATION OF D-DAY. HOWEVER, MASSIVE SCALE OF PRODUCTION SUPPORT RESULTED IN CONGRESSIONAL SCRUTINY AND CRITICISM. ASD(PA) ARTHUR SYLVESTER ORDERED AN INVESTIGATION OF WHOLE PROCESS. HIS NEW REGULATIONS REALLY CHANGED VERY LITTLE EXCEPT THAT FILMMAXERS NOW HAD TO REIMBURSE THE DOD FOR COSTS. ALSO, MILITARY EXTRAS MUST BE IN A LEAVE OR OFF-DUTY STATUS, AND BE HIRED BY THE PRODUCTION COMPANY. SOME POST PRODUCTION CONTROVERSY AROSE BECAUSE PRODUCER DARRYL ZANUCK REFUSED TO REMOVE A SCENE IN WHICH AMERICAN SOLDIERS KILL SOME GERMANS TRYING TO SURRENDER."
LOVE FIELD,tt0104765,,DEN,FILM,1992,"THE DEPARTMENT OF DEFENSE AND THE MDW AREA DENIED FILMING WITHIN ARLINGTON NATIONAL CEMETARY. IT WAS FELT THAT THE FILM HAD NO MILITARY THEME, AND DEPICTION OF CIVILIAN LAW ENFORCEMENT OPERATION DEPICIED INACCURATELY FOR THE SAKE OF ACTION AND DRAMA"
M*A*S*H*,,,OTH,TV,1970,"NOW CLASSIC TALE OF DOCTORS IN KOREAN WAR FIELD HOSPITAL. FILMED IN CALIFORNIA ON FOX RANCH ASSISTANCE NOT REQUESTED,"
MAC AND ME ,,,APP,TV,,"THE NAVY, AIR FORCE, AND NASA APPROVED THE FILM AND THE DEPARTMENT DECIDED TO PROVIDE ONLY LIMITED ASSISTANCE, LIKE FILMING AT AIR NATIONAL GUARD FACILITY AT VAN NUYS. NO RECORD OF FILM WITH THIS TITLE REING MADE"
MACARTHUR,tt0076342,,APP,FILM,1977,"APPROVED USE OF FILMING ON MILITARY INSTALLATIONS, INCLUDING WEST POINT. VERY POOR PORTRAYAL OF THE GENERAL, IN LARGE PART BECAUSE GREGORY PECK REFUSED TO PLAY CHARACTER WITH WARTS. DESPITE LONG CORRESPONDENCE, ONLY VERY LIMITED COOPERATION EXCEPT AT WEST POINT. DOCUMENTS IN GEORGETOWN UNIVERSITY LIBRARY SUID COLLECTION."
MAD BEAR ANDERSON,,,DEN,FILM,,"THE ARMY DENIED THE FILM, CITING INACCURATE PORTRAYAL OF ARMY AND IT HAD NO INFORMATIONAL VALUE. NO RECORD OF FILM BEING MADE"
MADAME BUTTERFLY,tt0005682,,DEN,FILM,1915,"PROBABLY THE FIRST FILM ON WHICH THE NAVY REFUSED TO ASSIST. STANDARD STORY OF AN AMERICAN NAVAL OFFICER VISITING JAPAN, SEDUCING JAPANESE GIRL, PRETENDING TO MARRY HER, AND THEN ABANDONING GIRL AND THEIR CHILD WHEN HE RETURNS TO US. AND GIRL KILLS SELF. NAVY THOUGHT THIS WAS A BAD IMAGE OF AN OFFICER AND SO REFUSED TO GIVE ACCESS TO A SHIP AND CREW."
MAGNUM P.I.,,SOLO FLIGHT,DEN,TV,1987,DOD DENIED RESEARCH AND USE OF SOME AERIAL COMBAT FOOTAGE
MAGNUM P.I.,,RESOLUTIONS,APP,TV,1988,THE NAVY APPROVED FILMING AT THE U.S. NAVAL ACADEMY.
MAJOR DAD,,JANE WAYNE DAY,APP,TV,1989,"IMPORTANT NOTE: DOD/USMC SUPPORTED THIS SERIES FOR ALL FOUR SEASONS, THOUGH OFTEN THE SUPPORT WAS ONLY TECHNICAL ADVICE. VERY POSITIVE. EFFECTIVE USE OF COMEDY WHILE STILL TREATING MILITARY PERSONNEL WITH RESPECT. THE DEPARTMENT OF DEFENSE AND THE MARINE CORP APPROVED THE EPISODE AFTER THE PRODUCTION AGREED TO A HOLD HARMLESS AGREEMENT."
MAJOR DAD,,WISH YOU WERE HERE,APP,TV,1990,"IMPORTANT NOTE: DOD/USMC SUPPORTED THIS SERIES FOR ALL FOUR SEASONS, THOUGH OFTEN THE SUPPORT WAS ONLY TECHNICAL ADVICE. VERY POSITIVE. EFFECTIVE USE OF COMEDY WHILE STILL TREATING MILITARY PERSONNEL WITH RESPECT. THE AIR FORCE APPROVED FOR TAPING OF INTERIOR AND EXTERIOR SHOTS OF THE ANDREWS AIF FORCE BASE PASSENGER TERMINAL. IN DOD FILES, SOME EPISODES NOT IDENTIFIED."
MAJOR MOVIE STAR,,,APP,FILM,2008,"APPROVED FILMING AT NATIONAL GUARD CAMP MINDEN, LA, FOR APPROXIMATELY 20 DAYS. INVOLVES ARMY VEHICLES (TRUCKS, HUMVEES, ETC) AND OPERATORS; OFF-DUTY SOLDIERS, ACCESS TO TRAINING AREAS SUCH AS BAYONET ASSAULT COURSE."
MAJOR PAYNE,tt0110443,,DEN,FILM,1995,ANOTHER WARRIOR OUT OF BATTLE STORY. PATTON-LIKE MARINE WHO HAS NOTHING TO DO IN PEACETIME. TAKES OVER SCHOOL AND BECOMES HUMANIZED
MANCHURIAN CANDIDATE,tt0056218,,LIM,FILM,1962,DOD GAVE LIMITED ASSISTANCE TO HELP RECREATE OPENING POW SEQUENCE. STORY OF BRAINWASHED POW WHOM THE COMMUNISTS ARE USING AS A PROGRAMMFD KILLER
MARGARET BOURKE-WHITE,,,APP,TV,1989,STOCK FOOTAGE WAS MADE AVAILABLE TO THE PRODUCTION AT NO EXTRA EXPENSES TO THE GOVERNMENT
MARINE RAIDERS,tt0037048,,APP,FILM,1944,"TYPICAL WWII MARINE MOVIE, WITH FOCUS ON TRAINING FOR COMMANDO ATTACK. FULL MARINE COOPERATION AT MARINE CORPS BASE, PEN DLETON"
"MARINES, LET'S GO",tt0055144,,LIM,FILM,1961,"MARINE CORPS DID NOT WANT TO COOPERATE WITH STORY SET ON KOREAN WAR BATTLEFIELDS AND COMEDY OLIRINS LEAVE IN TOKYO. HOWEVER, THE MARINES FELT THEY OWEO DIRECTOR RAOUL WALSH FOR THE EARLIER ”WHAT PRICE GLORY"" ANO ""BATTLE CRY"" AND SO GAVE HIM SOME MEN AND EQUIPMENT AT MARINE CORPS BASE, PENDLETON"
MATINEE,tt0107529,,APP,FILM,1993,"AUTHORIZED FILMING WITH FLORIDA NATIONAL GUARD TO SET UP A HAWK MISSILE BATTERY (ACTUALLY DONE DURING THE CUBAN MISSILE CRISIS}, AUTHORIZED FILMING NAVY HELICOPTER FLYING OVERHEAD, AUTHORIZED FILMING AT NAS KEY WEST. POSITIVE DEPICTTON OF NAVY FAMILY, THOUGH NOT MUCH OF A MILITARY PRESENCE OTHERWIS"
"MCCONNELL STORY, THE",tt0048364,,APP,FILM,1955,AIR FORCE GAVE FULL COOPERATION TO FICTIONALIZE BIOGRAPHY OF JET TEST PILOT AND HIS COMBAT IN KOREA
MCHALE'S NAVY,tt0058336,,LIM,FILM,1962,BASED ON TELEVISION SERIES ABOUT A PT-BOAT NAVY PROVIDED LIMITED ASSISTANCE
MEDAL OF HONOR,,,APP,TV,2000,ALL THE SERVICES AND THE DEPARTMENT APPROVED THE SCRIPT AFTER YEARS OF CONTROVERSY AND CHANGES. THE SCRIPT ALSO WENT THROUGH NUMEROUS CHANGES DURING THIS DRAWN OUT PROCESS FOR APPROVAL .
MEDICAL INVESTIGATION,,ESCAPE,APP,TV,2004,"APPROVED FILMING FOR ONE DAY AT NAVAL AIR STATION POINT MUGU, CA, ON AUGUST 2, WITH A NON-FLYING C-I30, VARIOUS NAVY VEHICLES, AND APPROXIMATELY 14 SAILORS AS EXTRAS."
MEGAFORCE,tt0084316,,RCV,FILM,1982,"DONALD BARUCH APPROVAL. THE USE OF AIR FORCE'S C-130 AIRCRAFT ALONG WITH PERSONNEL WAS APPROVED, SINCE THE FILM POSED NO THREAT TO THE DEPARTMENT."
MEMPHIS BELLE,tt0100133,SOUTHERN BELLE,DEN,FILM,1990,THE AIR FORCE AND DOD TWICE REVIEWED THE SCRIPT AND FOUND IT BOTH TIMES TO HAVE INACCURATE PORTRAYALS. THE REQUEST FOR ASSISTANCE WAS LATER DENIED. FILM IS AN ABSURD PORTRAYAL OF BOMBING OF GERMANY. CONTAINED ALL THE CLICHES EVER INCLUDING IN AN AIR FORCE BOMBER MOVIE. ONLY CONNECTION WITH WYLER DOCUMENTARY IS USE OF COMBAT FOOTAGE. PILOT OF MEMPHIS BELLE THOUGHT COMPLETED FILM HAD NO RELATIONSHIP TO REALITY
MEN OF THE FIGHTING LADY,tt0047230,,APP,FILM,1954,"NAVY PROVIDED FULL COOPERATION FOR FILM BASED ON JAMES MICHENER'S ARTICLE ABOUT A CARRIER DURING THE KOREAN WAR. SHOWED THE REAL PILOTS (PORTRAYED BY ACTORS, OF COURSE) FLYING THE MISSIONS THE WRITER HAD DESCRIBED. SOME DRAMATIC LICENSE-ONE PILOT DID GUIDE A BLINDED PILOT TO A SAVE LANDING, BUT ON AN AIR FIELD, NOT A CARRIER"
MEN WITHOUT WOMEN,tt0021140,,APP,FILM,1930,"JOHN FORD'S SUBMARINE MOVIE ABOUT AMERICANS VISITING SINGAPORE AND THEN BEING SUNK IN A COLLISION AND EFFORTS TO RESCUE THE CREW. NAVY PROVIDED A SUBMARINE AND ACTIVE DUTY TECHNICAL ADVISOR, EARLY SOUND FILM. JOHN WAYNE'S FIRST SPEAKING ROLE"
"MEN, THE",tt0042727,,APP,FILM,1950,ARMY AND VETERANS ADMINISTRATION GAVE FULL COOPERATION FOR BRIEF COMBAT SEQUENCE IN WHICH MARLON BRANDO RECEIVES A PARALYZING WOUND AND FOR FILMING IN VETERANS HOSPITAL SHOWING HOW SERVICE WORKED TO REHABILITATE PARALYZED VETERANS. VERY FRANK DISCUSSION OF SEXUAL IMPOTENCE ARMY AND VA FELT IT HAD GOOD INFORMATIONAL VALUE. BRANDO'S FIRST FILM ROLE
MERRILL'S MARAUDERS,tt0056234,,APP,FILM,1962,"ARMY PROVIDED TECHNICAL ADVISOR, MEN, AND EQUIPMENT FOR FILM ABOUT FRANK MERRILL AND HIS SMALL BAND OF SOLDIERS FIGHTING IN THE BURMA JUNGLE AGAINST THE JAPANESE. TECHNICAL ADVISOR, GENERAL SAMUEL WILSON, WAS MERRILL'S EXECUTIVE OFFICER"
"MESSENGER, THE",,,APP,TV,2009,"APPROVED FILMING FOR SEVERAL DAYS AT FORT DIX, NJ, INTERIOR AND EXTERIOR SITES. FILMING ALSO INCLUDES SEVERAL (ARMY) TRANSPORT VEHICLES AND DRIVERS, APPROXIMATELY 100 OFF-DUTY SOLDIERS IN UNIFORM AS PAID EXTRAS, AND SECOND UNIT PHOTOGRAPHY OF ROUTINE MILITARY ACTIVITY ON THE INSTALLATION."
MIAMI VICE,,FREEFALL,DEN,TV,1989,NOT IN THE BEST INTEREST OF THE DEPARTMENT OF DEFENSE. THE REQUEST COULD BE FULFILLED COMMERCIALLY.
MIDSHIPMAN,tt0016109,,APP,FILM,1925,"EARLY ANNAPOLIS FILM, ONE OF SERIES THAT HOLLYWOOD FILMED AT THE NAVAL ACADEMY IN THE 1920S AND 1930S TO CAPTURE COLOR AND EXCITEMENT OF CADETS, MARCHING, ETC,"
MIDSHIPMAN JACK,tt0024336,,APP,FILM,1933,ANOTHER ANNAPOLIS STORY WHICH NAVY ALLOWED TO BE FILMED AT ACADEMY
MIDWAY,tt0074899,,APP,FILM,1976,PORTRAYALS REASONABLY AND HISTORICALLY ACCURATE. APPROVED STOCK FOOTAGE AND USE OF THE AIRCRAFT CARRIER LEXINGTON OFF PENSACOLA FOR STATIONARY SCENES. NO FLYING SEQUENCES AS IN TORA! TORA! TORAL
MILITARY AIR SCOUT,tt0223734,,LIM,FILM,1911,"FUTURE GENERAL HAP ARNOLD TOOK HIS BI-PLANE FROM COLLEGE PARK, MARYLAND, TO LONG ISLAND FOR AN AIR SHOW. FILMMAKER ASKED HIM TO FLY PLANE FOR CAMERA AND CREATED STORY. ARNOLD BECAME INTRIGUED WITH FILMMAKING AND SON SAID HE EVEN CONSIDERED LEAVING ARMY FOR A CAREER IN FILM. HOWEVER, CONTACTS WITH MOTION PICTURE INDUSTRY CONTINUED ENABLING HIM TO REGULARLY HAVE STORIES ABOUT ARMY AIR CORPS PRODUCED"
MIRACLE LANDING,,,APP,TV,1990,"THE AIR FORCE WAS PLEASED ASSIST THE PRODUCTION THE DEPARTMENT CONCURRED, FEELING THE FILM WOULD GIVE THE AIR FORCE A POSITIVE IMAGE. AIRED IN 1999 TO 34 MILLION VIEWERS"
MISSION IMPOSSIBLE,,,APP,TV,1966,"DOD SUPPORTED THE US OF MARCH AFB, A ONE-SHIP FLYABY, DISPLAYS, A BUILDING, USE OF A FEW VEHICLES; AND SOME STOCK FILM FOOTAGE. OFFERS A PROFESSIONAL IMAGE FOR THE AF."
MISSION OF THE SHARK,,,DEN,TV,1991,RELATIONS BROKE OFF WHEN PRODUCTION COMPANY REFUSED TO MAKE CHANGES. NO FUTHER RECORDS ARE AVAILABLE.
MISTER ROBERTS,tt0048380,,APP,FILM,1955,"NAVY VERY RELUCTANTLY PROVIDED ASSISTANCE IN FORM OF FREISHTER AND SOME MEN. NOT A GOOD IMAGE MADE OF THE NAVY OR ITS OFFICERS. HOWEVER, JOHN FORD WAS TO DIRECT AND HE HAD A LONG STANDING RELATIONSHIP WITH THE NAVY--""PEARL HARBOR,""{DOC), ""MIDWAY,“ (DOC), “MEN WITHOUT WOMEN,"" 'THEY WERE EXPENDABLE,"" ETC. SD FINALLY AGREED TO PROVIDE A WORLD WAR II MERCHANT SHIP."
MOMENT OF TRUTH: TO WALK AGAIN,,,LIM,TV,1994,"MARINES PROVTDED TECHNICAL ASSISTANCE TO THIS TRUE STORY ACCOUNT. ALSO ALLOWED BRIEF FILMING OF ""BASIC TRAINING"" SEQUENCE AT CAMP PENDLETON."
MONK,,MR. MONK AND THE ASTRONAUT EPISODE,APP,TV,2006,"APPROVED FILMING FOR TWO NO DAYS AT EDWARDS AIR FORCE BASE, CA. NON-FLYING F-22, VARIOUS EXT AND INT SITES, AND OFF-DUTY AIRMAN AS BACKGROUND EXTRAS."
MOSCOW ON THE HUDSON,tt0087747,,OTH,FILM,1984,THE FILM HAD NO MILITARY SIGNIFICANCE BUT THE DOD HAD NO OBJECTIDNS TO OFF DUTY MILITARY PERSONNEL PARTICIPATING AS EXTRAS. STRICTLY VOLUNTARY
"MY FATHER, MY SON",,,DEN ,TV,1988,"THE PRODUCTION DID NOT BENEFIT THE OOO NOR NATIONAL- INTEREST. THE MESSAGE OF THE FILM IS INFLAMHATORY. SOME FALSE OR ""LEFT OUT“ INFORMATION. NO RECORD OF FILM WITH THIS TITLE BEING MADE."
MYSTIC NIGHTS & PIRATE FIGHTS,,,,,1998,PRODUCTION COMPANY REQUESTED PERMISSION TO FILM US. SUBMARINES GETTING UNDERWAY & RETURNING TO PORT (TARGET OF OPPORTUNITY ONLY FOR THIS INNOCUOUS FILM THAT USES A NAVY FAMILY LARGELY AS SETTING). THE COMPANY ALSO ASKED TO FILM AT NAVY SUBMARINE BASE IN CONN.
N.A.S. EMERALD POINT,,HARPOON,APP,TV,1983,"NAVY AND DOD FELT THE SCRIPT WAS BE ADVANTAGEOUS TO THE SERIES AS WELL AS THE DEPARTMENT ITSELF. HOWEVER, IT TURNED OUT TO BE A SOAP~OPERA TYPE DRAMA OF A NAVY ADMIRAL'S FAMILY SERIES DIED QUICKLY. DONT KNOW IF THIS WAS DUE TO NAVY ENDING ASSOCIATION OR NOT."
NAKED AND THE DEAD,tt0051978,,APP,FILM,1958,NORMAN MAILER'S NOVEL OF SAME NAME TRANSFERRED TO SCREEN WITH ARMY ASSISTANCE AFTER EXTENSIVE NEGOTIATIONS
NAVY BLUE AND GOLD,tt0029297,,APP,FILM,1937,"ANOTHER PEACETIME ANNAPOLIS FILM, THIS TIME FOCUSING ON THE ARMY/NAVY GAME APPROVED ASSISTANCE, DATE APPROXIMATE, NO FILE"
NAVY NCIS,,MINIMUM SECURITY,APP,TV,2003,"APPROVED FILMING FOR ONE DAY AT NAVAL BASE VENTURA COUNTY, POINT MUGU, CA (THE FORMERLY NAMED NAVAL AIR STATION POINT MUGU), INCLUDING EXTERIOR AND INTERIOR LOCATIONS AND APPROXIMATELY 30 MILITARY PERSONNEL AS EXTRAS."
NAVY NCIS,,HUNG OUT TO DRY,APP,TV,2003,"APPROVED FILMING FOR TWO DAYS AT NAVAL AIR STATION POINT MUGU, CA, TO INCLUDE VOLUNTEER MILITARY PERSONNEL AS EXTRAS."
NAVY NCIS,,,APP,TV,2003,"APPROVED FILMING FOR ONE DAY ON THE NCIS SET IN VALENCIA, CA, WITH A MARINE CORPS LIGHT ARMORED VEHICLE (LAAV) AND APPROXIMATELY 10 MARINES."
NAVY NCIS,,,APP,TV,2003,"APPROVED FILMING FOR TWO DAYS AT NAVAL BASE PORT HUENEME, CA, INVOLVING VARIOUS INTERIOR AND EXTERIOR LOCATIONS AND APPROXIMATELY 30 VOLUNTEER MILITARY PERSONNEL AS EXTRAS."
NAVY SEALS,tt0100232,,LIM,FILM,1990,"THE REQUEST FOR APPROVAL WAS DENIED, BUT DUE TO SOME SUBSTANTIAL POSITIVE CHANGES IN THE SCRIPT, THE NAVY DID PROVIDE SOME COURTESY ASSISTANCE."
NCIS,,ALIYAH,APP,TV,1999,"APPROVED FILMING ON APRIL 14TH AT NAVAL BASE VENTURA COUNTY, POINT MUGU, CA. FILMING INVOLVED A STATIC C-130T AIRCRAFT AND CREW MEMBERS OF VR-55. THERE WAS ALSO FILMING AT THE MEDICAL CLINIC ON BASE."
